"X","Mechanism","Factor"
"PI4KIIIalpha","Trans-dominant","Stage"
"Alas","Trans-dominant","Stage"
"CG8617","Trans-minor","Stage"
"l(2)01289","Trans-dominant","Stage"
"CG9149","Trans-dominant","Stage"
"CG9512","Trans-dominant","Stage"
"CG2543","Trans-dominant","Stage"
"CG33521","Trans-dominant","Stage"
"CG3326","Trans-dominant","Stage"
"sNPF","Trans-dominant","Stage"
"term","Trans-minor","Stage"
"DNApol-alpha73","Trans-dominant","Stage"
"Vmat","Trans-dominant","Stage"
"Usp32","Trans-minor","Stage"
"CG7593","Trans-dominant","Stage"
"RIC-3","Trans-dominant","Stage"
"sas","Trans-dominant","Stage"
"croc","Trans-minor","Stage"
"CG31267","Trans-dominant","Stage"
"CG42748","Trans-dominant","Stage"
"CG5958","Trans-dominant","Stage"
"LeuRS-m","Trans-dominant","Stage"
"CG3592","Trans-dominant","Stage"
"CG18336","Trans-dominant","Stage"
"form3","Trans-dominant","Stage"
"Shaw","Trans-dominant","Stage"
"CG30183","Trans-dominant","Stage"
"achi","Trans-dominant","Stage"
"Nep2","Trans-dominant","Stage"
"CG12917","Trans-dominant","Stage"
"cutlet","Trans-dominant","Stage"
"CG17841","Trans-dominant","Stage"
"CG5892","Trans-dominant","Stage"
"CG10650","Trans-dominant","Stage"
"ND-B17","Trans-dominant","Stage"
"dpr8","Trans-dominant","Stage"
"mRpL16","Trans-dominant","Stage"
"CG8771","Trans-dominant","Stage"
"CG31021","Trans-dominant","Stage"
"CHKov1","Trans-dominant","Stage"
"bor","Trans-dominant","Stage"
"CG34253","Trans-dominant","Stage"
"Rbcn-3B","Trans-minor","Stage"
"CG7742","Trans-dominant","Stage"
"CG14891","Trans-dominant","Stage"
"ND-B14.5A","Trans-dominant","Stage"
"nmdyn-D6","Trans-dominant","Stage"
"TwdlP","Trans-dominant","Stage"
"CG32564","Trans-dominant","Stage"
"CG5116","Trans-dominant","Stage"
"CG15186","Trans-minor","Stage"
"Mitf","Trans-dominant","Stage"
"CG7991","Trans-dominant","Stage"
"DNApol-alpha60","Trans-dominant","Stage"
"GstS1","Trans-dominant","Stage"
"enc","Trans-dominant","Stage"
"PTP-ER","Trans-dominant","Stage"
"CG2909","Trans-dominant","Stage"
"dao","Trans-dominant","Stage"
"CG13078","Trans-dominant","Stage"
"jdp","Trans-dominant","Stage"
"CG13650","Trans-dominant","Stage"
"CG14500","Trans-dominant","Stage"
"CG5909","Trans-dominant","Stage"
"Rab3","Trans-dominant","Stage"
"CG32523","Trans-dominant","Stage"
"St1","Trans-dominant","Stage"
"CG15065","Trans-dominant","Stage"
"Nup44A","Trans-dominant","Stage"
"Ance-4","Trans-dominant","Stage"
"Tpi","Trans-dominant","Stage"
"Usp1","Trans-dominant","Stage"
"CG17691","Trans-dominant","Stage"
"CG10962","Trans-dominant","Stage"
"CG14052","Trans-minor","Stage"
"CG15098","Trans-dominant","Stage"
"CG10623","Trans-dominant","Stage"
"CG15908","Trans-dominant","Stage"
"aust","Trans-dominant","Stage"
"opa","Trans-dominant","Stage"
"Ugt37b1","Trans-dominant","Stage"
"CG1662","Trans-dominant","Stage"
"mRpL24","Trans-dominant","Stage"
"PHDP","Trans-minor","Stage"
"CG31445","Trans-dominant","Stage"
"CG10543","Trans-dominant","Stage"
"Surf1","Trans-dominant","Stage"
"CG8607","Trans-dominant","Stage"
"Met","Trans-minor","Stage"
"CG7737","Trans-dominant","Stage"
"Rpn8","Trans-minor","Stage"
"CG13287","Trans-minor","Stage"
"CG3819","Trans-dominant","Stage"
"Hexo1","Trans-dominant","Stage"
"aPKC","Trans-dominant","Stage"
"Nap1","Trans-dominant","Stage"
"CG10581","Trans-dominant","Stage"
"CG43736","Trans-minor","Stage"
"GEFmeso","Trans-dominant","Stage"
"CG11342","Trans-minor","Stage"
"CG43153","Trans-dominant","Stage"
"Aldh","Trans-dominant","Stage"
"CG17385","Trans-dominant","Stage"
"CG16791","Trans-dominant","Stage"
"CG1785","Trans-dominant","Stage"
"CG6565","Trans-dominant","Stage"
"NtR","Trans-dominant","Stage"
"Tsp42Eb","Trans-dominant","Stage"
"beta4GalNAcTA","Trans-dominant","Stage"
"Spn43Ad","Trans-dominant","Stage"
"Cyp4ae1","Trans-dominant","Stage"
"l(2)dtl","Trans-dominant","Stage"
"dpn","Trans-dominant","Stage"
"uri","Trans-dominant","Stage"
"qsm","Trans-dominant","Stage"
"Prat","Trans-dominant","Stage"
"CG14764","Trans-dominant","Stage"
"CG1218","Trans-dominant","Stage"
"CG7631","Trans-dominant","Stage"
"CG10565","Trans-dominant","Stage"
"Tif-IA","Trans-dominant","Stage"
"mRpS11","Trans-dominant","Stage"
"pn","Trans-dominant","Stage"
"JhI-1","Trans-dominant","Stage"
"chif","Trans-dominant","Stage"
"FucTB","Trans-dominant","Stage"
"CG10352","Trans-minor","Stage"
"mRpL17","Trans-dominant","Stage"
"Cyp4ac1","Trans-dominant","Stage"
"Cyp4c3","Trans-dominant","Stage"
"LPCAT","Trans-dominant","Stage"
"ifc","Trans-dominant","Stage"
"dpr14","Trans-minor","Stage"
"CG5033","Trans-dominant","Stage"
"CG12484","Trans-minor","Stage"
"Stam","Trans-dominant","Stage"
"nrv1","Trans-dominant","Stage"
"CG14441","Trans-dominant","Stage"
"CG3238","Trans-dominant","Stage"
"CG42346","Trans-minor","Stage"
"Cht7","Trans-dominant","Stage"
"lectin-24Db","Trans-dominant","Stage"
"NimB3","Trans-dominant","Stage"
"CG1299","Trans-dominant","Stage"
"Drep3","Trans-dominant","Stage"
"ChAT","Trans-dominant","Stage"
"CG14515","Trans-dominant","Stage"
"Orcokinin","Trans-minor","Stage"
"Mcm3","Trans-dominant","Stage"
"CG6885","Trans-minor","Stage"
"Phb2","Trans-dominant","Stage"
"Lgr4","Trans-minor","Stage"
"Sap-r","Trans-dominant","Stage"
"CG34384","Trans-minor","Stage"
"CG31013","Trans-dominant","Stage"
"Vta1","Trans-minor","Stage"
"Syt1","Trans-dominant","Stage"
"Seipin","Trans-dominant","Stage"
"MAGE","Trans-dominant","Stage"
"Tim23","Trans-dominant","Stage"
"sosie","Trans-dominant","Stage"
"CG13488","Trans-dominant","Stage"
"Rbm13","Trans-dominant","Stage"
"CG4239","Trans-dominant","Stage"
"5-HT1B","Trans-minor","Stage"
"axo","Trans-dominant","Stage"
"CG18606","Trans-dominant","Stage"
"CG17770","Trans-dominant","Stage"
"CG1657","Trans-dominant","Stage"
"Cyp12c1","Trans-dominant","Stage"
"CG10481","Trans-minor","Stage"
"Roe1","Trans-dominant","Stage"
"CG8915","Trans-dominant","Stage"
"CG14298","Trans-dominant","Stage"
"Samuel","Trans-dominant","Stage"
"CG3649","Trans-dominant","Stage"
"CG9003","Trans-dominant","Stage"
"CG12517","Trans-dominant","Stage"
"CG14330","Trans-dominant","Stage"
"wrapper","Trans-dominant","Stage"
"TBC1D5","Trans-dominant","Stage"
"CG15710","Trans-dominant","Stage"
"CG3515","Trans-dominant","Stage"
"CG13228","Trans-dominant","Stage"
"CG14826","Trans-dominant","Stage"
"CG42367","Trans-minor","Stage"
"Acp63F","Trans-dominant","Stage"
"CG34217","Trans-dominant","Stage"
"Uvrag","Trans-dominant","Stage"
"CG15930","Trans-dominant","Stage"
"Hsc70-5","Trans-dominant","Stage"
"CG3332","Trans-dominant","Stage"
"Mys45A","Trans-dominant","Stage"
"CG16833","Trans-dominant","Stage"
"euc","Trans-dominant","Stage"
"Dr","Trans-dominant","Stage"
"CG15517","Trans-dominant","Stage"
"CG13707","Trans-dominant","Stage"
"fd59A","Trans-dominant","Stage"
"zip","Trans-dominant","Stage"
"spin","Trans-dominant","Stage"
"CG8907","Trans-dominant","Stage"
"CG2003","Trans-dominant","Stage"
"pio","Trans-dominant","Stage"
"Ssl","Trans-dominant","Stage"
"CG12496","Trans-minor","Stage"
"CG3107","Trans-minor","Stage"
"MME1","Trans-dominant","Stage"
"CG8841","Trans-dominant","Stage"
"erm","Trans-minor","Stage"
"CIA30","Trans-dominant","Stage"
"CG1946","Trans-dominant","Stage"
"CG5757","Trans-dominant","Stage"
"CG8026","Trans-dominant","Stage"
"HLH4C","Trans-minor","Stage"
"s-cup","Trans-minor","Stage"
"CG15170","Trans-dominant","Stage"
"CG43187","Trans-dominant","Stage"
"CG30491","Trans-dominant","Stage"
"CG43320","Trans-dominant","Stage"
"arr","Trans-dominant","Stage"
"CG14321","Trans-dominant","Stage"
"hkb","Trans-dominant","Stage"
"CG32649","Trans-dominant","Stage"
"CG45002","Trans-minor","Stage"
"CG43707","Trans-minor","Stage"
"Ak6","Trans-dominant","Stage"
"CG8027","Trans-dominant","Stage"
"CG15773","Trans-dominant","Stage"
"CG12560","Trans-dominant","Stage"
"Mpc1","Trans-dominant","Stage"
"CG3831","Trans-dominant","Stage"
"CG18507","Trans-dominant","Stage"
"Tsp42Ej","Trans-dominant","Stage"
"Pdk1","Trans-minor","Stage"
"mRpL15","Trans-dominant","Stage"
"mRpS6","Trans-dominant","Stage"
"Pex10","Trans-dominant","Stage"
"CG4610","Trans-dominant","Stage"
"spel1","Trans-dominant","Stage"
"CG32425","Trans-minor","Stage"
"CG31664","Trans-dominant","Stage"
"HipHop","Trans-dominant","Stage"
"kel","Trans-minor","Stage"
"CG4650","Trans-dominant","Stage"
"CG14238","Trans-minor","Stage"
"CG42697","Trans-minor","Stage"
"mus201","Trans-minor","Stage"
"bark","Trans-dominant","Stage"
"niki","Trans-dominant","Stage"
"Osi5","Trans-minor","Stage"
"Ns1","Trans-dominant","Stage"
"GluRIIC","Trans-dominant","Stage"
"Pka-R2","Trans-minor","Stage"
"Gr63a","Trans-minor","Stage"
"CG3526","Trans-minor","Stage"
"Dhc93AB","Trans-minor","Stage"
"CG33160","Trans-minor","Stage"
"CG34049","Trans-minor","Stage"
"CG4297","Trans-minor","Stage"
"CG1635","Trans-dominant","Stage"
"Rcd6","Trans-dominant","Stage"
"CG15561","Trans-dominant","Stage"
"CG12851","Trans-minor","Stage"
"CG7781","Trans-dominant","Stage"
"Pcl","Trans-dominant","Stage"
"Jra","Trans-dominant","Stage"
"CG5966","Trans-dominant","Stage"
"Nufip","Trans-dominant","Stage"
"DptA","Trans-dominant","Stage"
"ana2","Trans-dominant","Stage"
"Camta","Trans-dominant","Stage"
"b","Trans-dominant","Stage"
"neb","Trans-dominant","Stage"
"CG4984","Trans-dominant","Stage"
"Erk7","Trans-dominant","Stage"
"CG30043","Trans-dominant","Stage"
"RIOK2","Trans-dominant","Stage"
"inaD","Trans-dominant","Stage"
"CG14655","Trans-dominant","Stage"
"CG30271","Trans-dominant","Stage"
"twr","Trans-dominant","Stage"
"bi","Trans-dominant","Stage"
"CG13359","Trans-dominant","Stage"
"CapaR","Trans-minor","Stage"
"CG13937","Trans-dominant","Stage"
"Zip99C","Trans-dominant","Stage"
"CG13215","Trans-dominant","Stage"
"sug","Trans-dominant","Stage"
"pigs","Trans-dominant","Stage"
"CG15293","Trans-dominant","Stage"
"pns","Trans-minor","Stage"
"sima","Trans-dominant","Stage"
"Lim3","Trans-minor","Stage"
"Vdup1","Trans-dominant","Stage"
"C1GalTA","Trans-dominant","Stage"
"Gk2","Trans-minor","Stage"
"TwdlV","Trans-minor","Stage"
"CG34185","Trans-minor","Stage"
"serp","Trans-dominant","Stage"
"CG15515","Trans-dominant","Stage"
"CG8008","Trans-dominant","Stage"
"nvy","Trans-dominant","Stage"
"DNApol-alpha180","Trans-dominant","Stage"
"CG9034","Trans-dominant","Stage"
"Lsd-2","Trans-dominant","Stage"
"CG13532","Trans-dominant","Stage"
"CG31600","Trans-dominant","Stage"
"CG5569","Trans-dominant","Stage"
"Tret1-1","Trans-dominant","Stage"
"haf","Trans-dominant","Stage"
"CG3104","Trans-dominant","Stage"
"Cyp4d1","Trans-dominant","Stage"
"CG15765","Trans-dominant","Stage"
"Gint3","Trans-dominant","Stage"
"rad50","Trans-dominant","Stage"
"LKRSDH","Trans-dominant","Stage"
"gbb","Trans-dominant","Stage"
"Pfk","Trans-dominant","Stage"
"exu","Trans-dominant","Stage"
"CG5199","Trans-dominant","Stage"
"Cpr49Ah","Trans-dominant","Stage"
"CG10936","Trans-dominant","Stage"
"TyrR","Trans-minor","Stage"
"CG42822","Trans-dominant","Stage"
"CG31709","Trans-dominant","Stage"
"CG8046","Trans-minor","Stage"
"CG5592","Trans-minor","Stage"
"Hr3","Trans-dominant","Stage"
"Rgk2","Trans-minor","Stage"
"yin","Trans-dominant","Stage"
"CG10671","Trans-dominant","Stage"
"CG17834","Trans-dominant","Stage"
"CG3251","Trans-minor","Stage"
"Panx","Trans-dominant","Stage"
"CG7137","Trans-dominant","Stage"
"CG11585","Trans-minor","Stage"
"Drice","Trans-dominant","Stage"
"JhI-26","Trans-dominant","Stage"
"CG42271","Trans-minor","Stage"
"Gcn2","Trans-minor","Stage"
"Cyp6a18","Trans-dominant","Stage"
"Muc11A","Trans-dominant","Stage"
"blow","Trans-dominant","Stage"
"CG11382","Trans-minor","Stage"
"Nrk","Trans-dominant","Stage"
"CG18636","Trans-dominant","Stage"
"CG12163","Trans-dominant","Stage"
"CG3106","Trans-dominant","Stage"
"CG8910","Trans-dominant","Stage"
"Sp7","Trans-dominant","Stage"
"Ccp84Ab","Trans-dominant","Stage"
"Bsg25A","Trans-minor","Stage"
"CG6865","Trans-dominant","Stage"
"CG3609","Trans-dominant","Stage"
"CG32563","Trans-minor","Stage"
"CG6543","Trans-dominant","Stage"
"CG32248","Trans-dominant","Stage"
"CG32281","Trans-dominant","Stage"
"CG15012","Trans-dominant","Stage"
"CG10444","Trans-dominant","Stage"
"SmydA-5","Trans-dominant","Stage"
"Nmdar2","Trans-minor","Stage"
"Nmd3","Trans-dominant","Stage"
"magu","Trans-dominant","Stage"
"P32","Trans-dominant","Stage"
"CG8353","Trans-dominant","Stage"
"CG5098","Trans-minor","Stage"
"CG32395","Trans-minor","Stage"
"CG14326","Trans-minor","Stage"
"RpLP0-like","Trans-dominant","Stage"
"CG5150","Trans-dominant","Stage"
"CG2059","Trans-dominant","Stage"
"CG13170","Trans-dominant","Stage"
"twe","Trans-dominant","Stage"
"CG10068","Trans-minor","Stage"
"CG12134","Trans-dominant","Stage"
"CG13690","Trans-minor","Stage"
"Pcd","Trans-dominant","Stage"
"Dbi","Trans-dominant","Stage"
"CG2681","Trans-dominant","Stage"
"hdly","Trans-dominant","Stage"
"ttv","Trans-minor","Stage"
"CG18003","Trans-dominant","Stage"
"fus","Trans-dominant","Stage"
"CG42449","Trans-dominant","Stage"
"CG32631","Trans-dominant","Stage"
"dah","Trans-dominant","Stage"
"CG8642","Trans-dominant","Stage"
"dgo","Trans-dominant","Stage"
"fy","Trans-dominant","Stage"
"CG15478","Trans-minor","Stage"
"CG34196","Trans-dominant","Stage"
"CG15556","Trans-dominant","Stage"
"ItgaPS4","Trans-minor","Stage"
"zye","Trans-dominant","Stage"
"CG17292","Trans-dominant","Stage"
"CG11123","Trans-dominant","Stage"
"CG9686","Trans-dominant","Stage"
"stj","Trans-minor","Stage"
"mu2","Trans-dominant","Stage"
"Pgk","Trans-dominant","Stage"
"rno","Trans-minor","Stage"
"CG8180","Trans-dominant","Stage"
"Cpr49Ad","Trans-dominant","Stage"
"CG31612","Trans-minor","Stage"
"CG4269","Trans-dominant","Stage"
"mRpS22","Trans-dominant","Stage"
"ND-B14","Trans-dominant","Stage"
"Cpr47Eg","Trans-dominant","Stage"
"CG2137","Trans-dominant","Stage"
"CG11555","Trans-dominant","Stage"
"Cpr47Ee","Trans-dominant","Stage"
"RnrS","Trans-dominant","Stage"
"CG4078","Trans-minor","Stage"
"CG13773","Trans-dominant","Stage"
"Btnd","Trans-dominant","Stage"
"CG16854","Trans-dominant","Stage"
"His1:CG33849","Trans-dominant","Stage"
"rib","Trans-minor","Stage"
"Cpr47Ec","Trans-dominant","Stage"
"ninaD","Trans-dominant","Stage"
"CG13716","Trans-minor","Stage"
"pk","Trans-dominant","Stage"
"CG14636","Trans-dominant","Stage"
"CG2662","Trans-dominant","Stage"
"CG5255","Trans-minor","Stage"
"Non3","Trans-dominant","Stage"
"Pkc98E","Trans-minor","Stage"
"BBS8","Trans-minor","Stage"
"mfrn","Trans-dominant","Stage"
"l(2)k09022","Trans-dominant","Stage"
"CG12662","Trans-minor","Stage"
"Marf","Trans-dominant","Stage"
"GalT1","Trans-dominant","Stage"
"CG9008","Trans-dominant","Stage"
"CG8960","Trans-minor","Stage"
"CG13893","Trans-dominant","Stage"
"CG12111","Trans-dominant","Stage"
"Acf","Trans-dominant","Stage"
"Drsl5","Trans-dominant","Stage"
"CG33506","Trans-dominant","Stage"
"na","Trans-minor","Stage"
"CG2901","Trans-dominant","Stage"
"CG15213","Trans-dominant","Stage"
"CG33228","Trans-dominant","Stage"
"scramb2","Trans-minor","Stage"
"qua","Trans-dominant","Stage"
"Parg","Trans-dominant","Stage"
"CG12091","Trans-dominant","Stage"
"CG9095","Trans-minor","Stage"
"Peritrophin-15b","Trans-dominant","Stage"
"Wnt2","Trans-dominant","Stage"
"pirk","Trans-dominant","Stage"
"CG7950","Trans-dominant","Stage"
"Cyp6t3","Trans-dominant","Stage"
"Bsg25D","Trans-dominant","Stage"
"LamC","Trans-dominant","Stage"
"CG1136","Trans-dominant","Stage"
"dom","Trans-dominant","Stage"
"SNF4Agamma","Trans-minor","Stage"
"CG1824","Trans-dominant","Stage"
"Sardh","Trans-dominant","Stage"
"CG2260","Trans-dominant","Stage"
"CG3216","Trans-minor","Stage"
"CG10433","Trans-dominant","Stage"
"CG30285","Trans-dominant","Stage"
"nej","Trans-minor","Stage"
"fs(1)K10","Trans-dominant","Stage"
"slou","Trans-minor","Stage"
"CG13693","Trans-dominant","Stage"
"CG32750","Trans-dominant","Stage"
"msl-2","Trans-dominant","Stage"
"CG2972","Trans-dominant","Stage"
"KdelR","Trans-dominant","Stage"
"retm","Trans-minor","Stage"
"nop5","Trans-dominant","Stage"
"mTerf3","Trans-dominant","Stage"
"Fad2","Trans-dominant","Stage"
"CG17159","Trans-dominant","Stage"
"CG3038","Trans-dominant","Stage"
"Trap1","Trans-dominant","Stage"
"Prx5","Trans-dominant","Stage"
"Glt","Trans-dominant","Stage"
"wol","Trans-dominant","Stage"
"mRpL44","Trans-dominant","Stage"
"Sc2","Trans-dominant","Stage"
"Lip2","Trans-dominant","Stage"
"Cyp49a1","Trans-dominant","Stage"
"MAN1","Trans-dominant","Stage"
"mthl9","Trans-dominant","Stage"
"CG14020","Trans-dominant","Stage"
"Nup154","Trans-dominant","Stage"
"l(3)03670","Trans-dominant","Stage"
"CG12963","Trans-dominant","Stage"
"mino","Trans-dominant","Stage"
"Egm","Trans-dominant","Stage"
"ND-13A","Trans-dominant","Stage"
"stau","Trans-dominant","Stage"
"CG4619","Trans-dominant","Stage"
"Tlk","Trans-minor","Stage"
"CG17593","Trans-dominant","Stage"
"CG9304","Trans-dominant","Stage"
"CG7856","Trans-dominant","Stage"
"NijB","Trans-dominant","Stage"
"CG2124","Trans-dominant","Stage"
"P5CDh1","Trans-dominant","Stage"
"CG5800","Trans-dominant","Stage"
"CG13126","Trans-dominant","Stage"
"mim","Trans-minor","Stage"
"lost","Trans-dominant","Stage"
"CG10340","Trans-dominant","Stage"
"CG17283","Trans-dominant","Stage"
"Ef1alpha100E","Trans-minor","Stage"
"rho-4","Trans-minor","Stage"
"CG13759","Trans-dominant","Stage"
"CG10075","Trans-dominant","Stage"
"CG8563","Trans-minor","Stage"
"CG2453","Trans-dominant","Stage"
"CG34224","Trans-minor","Stage"
"Vago","Trans-dominant","Stage"
"mms4","Trans-dominant","Stage"
"CG32379","Trans-dominant","Stage"
"CG15255","Trans-dominant","Stage"
"CG12054","Trans-minor","Stage"
"CG17328","Trans-dominant","Stage"
"CG7896","Trans-dominant","Stage"
"CG4554","Trans-dominant","Stage"
"CG34043","Trans-dominant","Stage"
"hppy","Trans-minor","Stage"
"Tdc1","Trans-minor","Stage"
"Gycbeta100B","Trans-minor","Stage"
"CG3776","Trans-dominant","Stage"
"mRpL21","Trans-dominant","Stage"
"Su(var)2-10","Trans-minor","Stage"
"CG8258","Trans-dominant","Stage"
"CG11035","Trans-dominant","Stage"
"CG1703","Trans-minor","Stage"
"Ts","Trans-dominant","Stage"
"tsg","Trans-minor","Stage"
"CG4825","Trans-dominant","Stage"
"CG18135","Trans-dominant","Stage"
"CG6431","Trans-minor","Stage"
"nrv2","Trans-dominant","Stage"
"CG12862","Trans-dominant","Stage"
"COQ7","Trans-dominant","Stage"
"CG18128","Trans-dominant","Stage"
"ECSIT","Trans-dominant","Stage"
"rn","Trans-minor","Stage"
"Rif1","Trans-dominant","Stage"
"CG42326","Trans-minor","Stage"
"CG32694","Trans-dominant","Stage"
"Mco1","Trans-dominant","Stage"
"CG3630","Trans-dominant","Stage"
"Dscam1","Trans-minor","Stage"
"Sln","Trans-minor","Stage"
"CG3735","Trans-dominant","Stage"
"CG34265","Trans-dominant","Stage"
"CG3309","Trans-dominant","Stage"
"CG10031","Trans-dominant","Stage"
"Ald","Trans-dominant","Stage"
"hoip","Trans-dominant","Stage"
"Cyp316a1","Trans-minor","Stage"
"CG2812","Trans-dominant","Stage"
"Psf2","Trans-dominant","Stage"
"CG9084","Trans-dominant","Stage"
"sprt","Trans-minor","Stage"
"CG4594","Trans-dominant","Stage"
"CG3829","Trans-dominant","Stage"
"Tl","Trans-dominant","Stage"
"unpg","Trans-dominant","Stage"
"CG30379","Trans-dominant","Stage"
"SCCRO4","Trans-dominant","Stage"
"CG5742","Trans-minor","Stage"
"CG13369","Trans-dominant","Stage"
"CG2118","Trans-dominant","Stage"
"CG1575","Trans-dominant","Stage"
"Ppt1","Trans-dominant","Stage"
"Karybeta3","Trans-minor","Stage"
"stg","Trans-dominant","Stage"
"Def","Trans-dominant","Stage"
"ATPCL","Trans-dominant","Stage"
"CG14277","Trans-dominant","Stage"
"CG8765","Trans-minor","Stage"
"CG10462","Trans-minor","Stage"
"CG15237","Trans-dominant","Stage"
"Ubr3","Trans-minor","Stage"
"CG6295","Trans-dominant","Stage"
"LanA","Trans-minor","Stage"
"Hmgs","Trans-dominant","Stage"
"Cpr49Af","Trans-dominant","Stage"
"bnk","Trans-minor","Stage"
"TrissinR","Trans-minor","Stage"
"CG14642","Trans-dominant","Stage"
"Cct1","Trans-dominant","Stage"
"CG14005","Trans-dominant","Stage"
"Hrb27C","Trans-minor","Stage"
"CG15005","Trans-minor","Stage"
"CG31886","Trans-dominant","Stage"
"Chrac-14","Trans-dominant","Stage"
"mRpS23","Trans-dominant","Stage"
"CG2641","Trans-dominant","Stage"
"CG1789","Trans-dominant","Stage"
"CG6550","Trans-dominant","Stage"
"CG8079","Trans-dominant","Stage"
"ste24c","Trans-dominant","Stage"
"CG3699","Trans-dominant","Stage"
"CG30280","Trans-dominant","Stage"
"CG13285","Trans-dominant","Stage"
"CG42269","Trans-dominant","Stage"
"Adh","Trans-dominant","Stage"
"CG4972","Trans-dominant","Stage"
"Zip42C.1","Trans-dominant","Stage"
"emc","Trans-dominant","Stage"
"CG34315","Trans-dominant","Stage"
"Or59b","Trans-minor","Stage"
"CG7179","Trans-minor","Stage"
"grp","Trans-dominant","Stage"
"SP1173","Trans-dominant","Stage"
"CG12994","Trans-dominant","Stage"
"didum","Trans-minor","Stage"
"CG7744","Trans-dominant","Stage"
"CG13506","Trans-dominant","Stage"
"CG10188","Trans-minor","Stage"
"dpr13","Trans-minor","Stage"
"l(2)not","Trans-dominant","Stage"
"CG15254","Trans-dominant","Stage"
"CG15628","Trans-dominant","Stage"
"CG10591","Trans-dominant","Stage"
"CG12877","Trans-dominant","Stage"
"Dbp21E2","Trans-dominant","Stage"
"Dgp-1","Trans-dominant","Stage"
"l(2)34Fd","Trans-dominant","Stage"
"l(2)k09848","Trans-dominant","Stage"
"CG17324","Trans-dominant","Stage"
"Ance-5","Trans-dominant","Stage"
"CRIF","Trans-dominant","Stage"
"luna","Trans-minor","Stage"
"Tsp42El","Trans-dominant","Stage"
"Rab23","Trans-dominant","Stage"
"arx","Trans-dominant","Stage"
"Ir60b","Trans-dominant","Stage"
"CG12512","Trans-dominant","Stage"
"Jhe","Trans-dominant","Stage"
"VGAT","Trans-dominant","Stage"
"CG13096","Trans-minor","Stage"
"b6","Trans-dominant","Stage"
"CG16762","Trans-dominant","Stage"
"AstC","Trans-dominant","Stage"
"unc-104","Trans-dominant","Stage"
"RfC4","Trans-dominant","Stage"
"CG12769","Trans-dominant","Stage"
"CG4629","Trans-dominant","Stage"
"Ssrp","Trans-minor","Stage"
"zen2","Trans-minor","Stage"
"CG17104","Trans-dominant","Stage"
"CG8080","Trans-dominant","Stage"
"CG11453","Trans-minor","Stage"
"mRpL4","Trans-dominant","Stage"
"amos","Trans-minor","Stage"
"CG12736","Trans-minor","Stage"
"Diap2","Trans-minor","Stage"
"CG30284","Trans-dominant","Stage"
"Usp20-33","Trans-dominant","Stage"
"ND-B14.5B","Trans-dominant","Stage"
"CG10903","Trans-dominant","Stage"
"EDTP","Trans-dominant","Stage"
"Ent2","Trans-minor","Stage"
"CG16985","Trans-dominant","Stage"
"CG42634","Trans-dominant","Stage"
"hdc","Trans-dominant","Stage"
"Pex14","Trans-dominant","Stage"
"CG16771","Trans-dominant","Stage"
"CG33143","Trans-dominant","Stage"
"CG5928","Trans-minor","Stage"
"ro","Trans-minor","Stage"
"TRAM","Trans-dominant","Stage"
"CG33966","Trans-dominant","Stage"
"CG14322","Trans-minor","Stage"
"CG31098","Trans-dominant","Stage"
"CG7943","Trans-dominant","Stage"
"CG10527","Trans-dominant","Stage"
"hbn","Trans-minor","Stage"
"fray","Trans-minor","Stage"
"CG13579","Trans-minor","Stage"
"Gbp2","Trans-dominant","Stage"
"Hr96","Trans-minor","Stage"
"pds5","Trans-minor","Stage"
"Uro","Trans-dominant","Stage"
"CG11353","Trans-dominant","Stage"
"CG7246","Trans-dominant","Stage"
"Cctgamma","Trans-minor","Stage"
"bcn92","Trans-dominant","Stage"
"CG4553","Trans-dominant","Stage"
"nAChRalpha6","Trans-minor","Stage"
"CG33181","Trans-dominant","Stage"
"l(2)34Fc","Trans-dominant","Stage"
"grh","Trans-dominant","Stage"
"Pez","Trans-minor","Stage"
"srw","Trans-minor","Stage"
"Mnn1","Trans-dominant","Stage"
"Rpn2","Trans-dominant","Stage"
"Vamp7","Trans-dominant","Stage"
"Cyp6a2","Trans-dominant","Stage"
"CG11505","Trans-dominant","Stage"
"frj","Trans-minor","Stage"
"vito","Trans-dominant","Stage"
"CG34453","Trans-dominant","Stage"
"CG30157","Trans-dominant","Stage"
"CG1139","Trans-dominant","Stage"
"Spn42Db","Trans-minor","Stage"
"CG8675","Trans-dominant","Stage"
"CG4038","Trans-dominant","Stage"
"SP1029","Trans-dominant","Stage"
"CG6724","Trans-dominant","Stage"
"POSH","Trans-minor","Stage"
"CG5131","Trans-dominant","Stage"
"IntS12","Trans-dominant","Stage"
"CG32243","Trans-dominant","Stage"
"CG15332","Trans-dominant","Stage"
"cana","Trans-minor","Stage"
"CG11319","Trans-minor","Stage"
"Cp1","Trans-minor","Stage"
"CG18808","Trans-dominant","Stage"
"Nelf-A","Trans-minor","Stage"
"gammaTub23C","Trans-dominant","Stage"
"Start1","Trans-minor","Stage"
"CG10492","Trans-dominant","Stage"
"CG10700","Trans-minor","Stage"
"mRpS9","Trans-dominant","Stage"
"VGlut","Trans-dominant","Stage"
"CG7718","Trans-dominant","Stage"
"Trpgamma","Trans-minor","Stage"
"Ercc1","Trans-dominant","Stage"
"AIMP1","Trans-minor","Stage"
"Vti1a","Trans-dominant","Stage"
"CG8778","Trans-dominant","Stage"
"Or63a","Trans-minor","Stage"
"CG42553","Trans-minor","Stage"
